PRUEBA,PRECIO
6177,3417.63
6178,924.68
6179,1456.97
6179Vit,6111.83
6180,5076.65
6181,1184.18
6181Vit,4904.74
6182,3979.11
6193,753.87
6195,603.19
6197,578.73
6201,660.80
6202,924.68
6204,558.62
6206,515.91
6208,660.80
6210,731.07
6211,660.80
6212,603.19
6218,815.01
6219,607.32
6220,515.91
6220Vit,2419.27
6221,660.80
6226,731.69
6227,607.32
6228,607.32
6229,515.91
6231,607.32
6231Vit,2764.96
6232,1215.91
6233,731.07
6236,926.53
6237,874.29
6238,874.29
6239,700.19
6241,578.73
6242,429.69
6245,515.91
6245Sil,810.62
6246,731.07
6247,541.41
6249,660.80
6250,660.80
6251,449.39
6253,1131.53
6256,603.19
6257,603.19
6258,468.04
6258Sil,735.27
6258Vit,2073.77
6260,541.41
6261,1252.17
6262,1184.18
6262Vit,4095.64
6263,1632.73
6264,1958.77
6268,1741.13
6269,578.73
6271,660.80
6272,660.80
6276,1656.56
6278,1060.84
6279,731.07
6284,1248.42
6285,1705.07
6286,1215.91
6287,1060.84
6289,2251.25
6291,1318.50
6292,1373.84
6293,874.29
6294,1266.47
6295,2486.30
6302,1038.47
6302Sil,1391.05
6303,1033.49
6304,2409.60
6307,1060.84
6309,1966.65
6320,924.68
6325,1966.65
6331,2739.60
6336,1514.59
6342,1318.50
6357,1535.73
6358,1248.42
6359,1509.00
6371,3646.64
6371Sil,11460.95
6386,2409.60
6388,1215.91
6397,1931.64
6399,2023.43
6403,1705.07
6404,1686.00
6406,1215.91
6414,1248.42
6414/1,1235.36
6420,3280.38
6421,3646.64
6423,2023.43
6443,3646.64
6444,4217.89
6446,2614.41
6455,4538.56
6456,3133.01
6458,2051.83
6465,3766.03
6471,3766.03
6472,2166.46
6480,2497.92
6482,3766.03
6487Pol,1209.74
6487Vit,3850.69
6495,2839.71
6496,1994.01
6496Pol,4177.08
6507,2839.71
6510,2066.58
6517,2097.67
6519,2377.46
6537,2774.82
6538,4411.71
6540,2943.12
6547,5962.98
6554,4325.91
6558Pol,3108.09
6560,4544.80
6561,3138.19
6572,3336.96
6575,6216.49
6586,5193.75
6589,7632.36
6594,7242.88
6595,5891.89
6598,5860.76
6602,5193.75
6603,3417.63
6603Sil,5370.53
6603Vit,14336.64
6605,5412.64
6607,5980.80
6608,7512.58
6609,7512.58
6610,6199.04
6611,5345.47
6612,6198.23
6614,5168.29
6615,6491.53
6616,7123.76
6617Pol,7413.03
6619,7383.82
6622,5200.01
6623,5469.44
6624,4683.01
6626,6333.98
6628,5227.34
6633,18095.77
6635,1827.99
6637,1897.84
6641,607.32
6641Sil,925.93
6642,731.07
6643,541.41
6643Pol,933.08
6643Sil,973.05
6644,607.32
6645,924.68
6646,2874.72
6647,1060.84
6648,1220.65
6649,2486.53
6650,924.68
6650Pol,1427.32
6651,617.48
6652,700.19
6654,815.01
6656,7123.76
6657,2166.46
6670,515.91
6671,706.82
6672,647.96
6673,503.89
6674,613.54
6675,1318.50
6676,1509.00
6677Pol,1900.91
6677Vit,4519.73
6679Pol,1009.75
6680Pol,1481.83
6680Vit,3801.83
6681,518.83
6682,660.80
6682Pol,1009.75
6683,812.53
6683Pol,1234.05
6684Pol,2937.80
6685,4851.73
6686Pol,1512.00
6687Pol,1118.75
6688,700.19
6689Pol,1893.09
6690Pol,864.03
6690Vit,1970.20
6691Pol,925.49
6692,924.68
6693Pol,2859.64
6694Pol,2099.83
6695,1060.84
6696Pol,1018.43
6697Pol,864.03
6698,1248.42
6699,1168.84
6699Pol,1929.16
6700,607.32
6701,613.54
6702,1643.92
6703,607.32
6704Pol,5739.49
6705,1554.80
6706,2507.64
6707,1656.56
6708,1060.84
6709,515.91
6710,453.32
6710Pol,760.46
6710Sil,719.63
6711,1435.60
6712,1754.60
6713,923.63
6714Pol,3966.91
6715Pol,3528.91
6715Vit,5627.43
6716Pol,2371.71
6717,1512.92
6717Sil,2852.89
6719Pol,1486.17
6720,1897.84
6721,2491.70
6722,1435.60
6724,1656.56
6724Pol,4134.97
6725Pol,2158.90
6726,990.80
6727,2377.46
6728,541.41
6729,515.91
6730,2502.05
6730Pol,3931.06
6731,3153.10
6731Pol,5025.26
6732,1041.58
6733,812.53
6734,607.32
6734Pol,1427.76
6735,1060.84
6736,568.15
6738,1932.27
6738Pol,4047.88
6738Vit,8096.01
6740,1656.56
6741,1447.01
6742,660.80
6742Sil,1140.46
6743,866.63
6744,604.84
6745,827.05
6747,812.53
6748,902.70
6749,1697.41
6750Sil,4293.92
6752,731.07
6753,875.95
6753Pol,2099.83
6755,1108.94
6757,874.29
6757Sil,1626.03
6758,2109.68
6759,1485.36
6759Sil,2801.22
6760,2547.66
6761Pol,6878.40
6762Sil,9560.69
6763Sil,9198.42
6764,2874.93
6765,4325.66
6766,10729.91
6767,1575.73
6768,1508.58
6769,1509.00
6770,990.80
6771,1570.13
6772,1570.13
6773,1426.08
6774Pol,1319.39
6774Sil,1319.39
6776,1299.85
6777,1958.98
6778,1509.00
6780,731.07
6781,1060.84
6782,5572.89
6783,607.32
6784,1131.53
6785,1923.11
6786,1669.20
6787,1060.84
6788,3644.14
6789,3543.20
6790,812.53
6791,1689.73
6792,660.80
6793,2424.12
6794,737.50
6795,504.31
6798,1435.60
6799,814.40
6800,2377.46
6801,990.80
6803,660.80
6805,515.91
6806,812.53
6807,1663.61
6808,479.85
6809,578.73
6811,660.80
6812,4452.56
6812Pol,9328.76
6814Sil,6373.54
6815,1697.41
6816,2346.17
6817,1131.53
6818,1293.42
6819,1426.08
6820,1386.90
6821,1184.18
6822,479.85
6823Vit,11357.54
6825,4178.52
6825Pol,10030.97
6825Sil,4012.47
6826,1367.41
6826Pol,2148.68
6827,6082.35
6830,874.29
6831,3302.16
6832,4803.26
6834,3633.77
6835,1831.72
6836,3536.75
6839,1352.28
6846,2168.34
6847,2409.60
6848,458.09
6849,1386.90
6850,1352.28
6852,1931.64
6853,953.07
6854,874.29
6855,758.84
6855Sil,1466.18
6856,2672.23
6857,2166.88
6858Pol,810.18
6858Vit,2073.77
6859,995.35
6860Pol,1234.05
6861,1060.84
6862,607.32
6863Vit,5184.46
6864Pol,760.46
6864Vit,2267.70
6866,660.80
6867,1131.53
6868,469.28
6869Vit,15444.33
6870Pol,2073.77
6871Pol,2204.69
6872,4060.15
6873,743.92
6876,731.07
6877,772.32
6878Vit,5482.78
6879,3009.05
6880,14239.34
6881,733.36
6882Pol,864.03
6882Vit,1621.23
6883Pol,1693.31
6883Vit,3275.69
6884Vit,6193.73
6885Pol,967.62
6885Vit,1866.62
6886,530.64
6887,700.19
6889,1186.89
6890,1757.94
6891,815.01
6893,1831.72
6894Pol,4052.19
6895,1484.74
6895Pol,1728.08
6896Pol,4051.80
6897Vit,15201.56
6898,603.19
6900,2502.05
6901,2582.26
6902,530.64
6903,603.19
6904,700.81
6905,603.19
6906,474.66
6907,532.29
6908,2041.08
6908Pist,801.34
6910,648.17
6911,2051.43
6912,4672.24
6913,2344.10
6914,1532.83
6915,863.73
6916,1013.60
6918,1628.16
6920Pol,2403.41
6921,2166.88
6922,4317.81
8001,3859.93
8002Pol,2073.77
8002Vit,5440.65
8003Pol,1278.79
8004,854.61
8005,1296.53
8006Pol,882.71
8006Vit,1900.91
8007Pol,5585.71
8008,629.10
8008Pol,933.08
8009Pol,2111.98
8009Vit,4223.36
8010Pol,2834.01
8010Vit,6215.00
8011Pol,2418.58
8012,731.07
8013Pol,2607.52
8014,931.08
8015,1061.47
8016,847.77
8017,757.80
8018Sil,3689.36
8019,1178.60
8019Sil,1852.49
8020,1352.28
8021Pol,2640.98
8022,1532.83
8023,719.47
8023Pol,1119.84
8024Pol,1092.25
8024Vit,2183.63
8025Sil,3063.76
8026,1246.98
8027,3370.33
8028,2893.82
8029,2359.44
8030,1552.11
8030Sil,2354.12
8031,1360.17
8031Pol,1728.08
8032Pol,1071.40
8033,5076.65
8034,746.62
8035,911.61
8036,573.75
8036Sil,901.61
8037,1051.72
8037Sil,1409.08
8038Pol,1381.28
8038Vit,2177.59
8039,688.57
8040,1270.41
8040Pol,2004.73
8041,1700.71
8042,1723.31
8043,854.61
8044,1001.98
8044Sil,1574.33
8045,1232.48
8046,1847.47
8046Sil,2866.58
8047,1632.54
8048,1489.49
8049,540.80
8049Sil,810.62
8050,990.80
8051,2023.66
8052,1679.99
8053Pol,1728.08
8054Pol,7441.94
8054Vit,13204.90
8055Pol,1555.43
8056,934.40
8057Sil,4380.11
8058,1232.48
8058Pol,1728.08
8059Pol,1805.81
8059Vit,8135.08
8060,1468.77
8061,1289.27
8062,747.24
8063,557.79
8064,1103.35
8065,1100.23
8066Pol,2984.07
8068Pol,1791.70
8069Pol,1411.03
8070,1247.21
8070Pol,2612.74
8070Sil,1959.33
8071Pol,1002.37
8071Vit,2267.70
8072,1103.35
8073,654.58
8073Pol,1006.92
8074Pol,4199.46
8075Sil,2227.29
8076Pol,2073.77
8076Vit,5459.32
8077Pol,3695.44
8079,1456.13
8080Pol,6047.38
8080Vit,12095.00
8081,583.28
8082,1766.85
8083,953.89
8084,1235.17
8086,1083.23
8087Vit,5859.53
8088,912.43
8089,1077.43
8090,1103.35
8091,1161.39
8091Pol,1209.74
8091Sil,2024.93
8091Vit,2073.77
8092,866.63
8093,8459.83
8094,516.33
8095,607.32
8096,442.74
8097Pol,2617.71
8097Vit,5189.87
8098Pol,2108.30
8098Vit,4579.46
8099Pol,3290.47
8101,2628.91
8101Pol,5508.22
8102Pol,7753.33
8103Pol,11536.98
8104,2070.50
8104Sil,4339.08
8105,743.92
8105Sil,1148.07
8106,646.50
8106Vit,3456.36
8107,645.06
8108/85,827.67
8109/85,677.39
8110Pol,810.62
8111,778.95
8113,791.81
8114,854.61
8116,778.95
8117,863.73
8118,654.58
8119,607.32
8119Pol,1234.05
8120,773.99
8120Pol,1216.03
8121Pol,1555.43
8122,4041.91
8122Pol,6036.52
8123,21550.18
8124,2441.54
8124Pol,3943.19
8125,882.38
8126,1712.31
8127,2393.24
8128,1754.60
8129Pol,1385.85
8129Vit,2771.67
8130Pol,1134.16
8130Vit,2268.12
8131,1586.93
8132,2639.28
8133,2702.08
8134,1735.55
8135,5407.72
8136,827.05
8137,613.54
8138,2120.89
8139,1054.85
8140,856.89
8141,8503.56
8142,15362.24
8143,6570.48
8144,3370.98
8145,4056.41
8146,1913.59
8147,2590.15
8148,1545.68
8149,978.36
8149Pol,1234.05
8150,1699.46
8151,1161.39
8152,1294.03
8153,1252.17
8153Sil,1657.28
8154,1013.60
8155,1809.33
8156,1185.84
8157,2916.20
8158,4379.38
8159,1895.96
8160,741.84
8161,1308.76
8162,857.93
8163,781.44
8163Sil,1227.98
8164,567.53
8165,874.29
8166,456.63
8166Pol,794.98
8166Sil,717.68
8167,458.30
8168,815.01
8169,1910.07
8170,874.29
8171,1655.33
8172,557.79
8173,1089.05
8174Sil,7814.14
8175,4614.20
8176,2015.37
8177,2802.20
8178,2444.03
8179,2009.37
8180,1488.47
8181,5558.76
8182,646.92
8183Pol,12373.56
8184,2020.97
8185,1517.70
8186,1178.17
8186Pol,1770.20
8187,837.21
8188,521.31
8189,668.68
8190,776.47
8191,961.36
8192,558.41
8193,4178.52
8194,746.62
8195,555.72
8196,873.47
8197,639.26
8198,981.66
8199,639.26
8200,725.89
8201,1185.63
8202,1705.28
8203,1632.31
8204,860.20
8205,2243.37
8206,1527.86
8207,1308.76
8207Sil,1791.70
8208,767.77
8209,839.07
8210,395.91
8211Sil,5804.43
8211Vit,7738.97
8213Pol,2939.77
8213Vit,5879.06
8214Sil,1875.96
8215,926.53
8216,791.18
8217Pol,2393.85
8217Vit,4787.50
8218Pol,1931.74
8218Vit,3863.31
8219Pol,1385.85
8220Pol,2592.33
8220Vit,4535.39
8221,1013.60
8222,1047.59
8223,1190.41
8224,1270.41
8225,5520.45
8226,791.18
8227,1513.34
8228,625.99
8229,819.99
8229Sil,1288.55
8230,515.91
8231,515.91
8232,2053.29
8233,887.98
8233Sil,1859.68
8234,1121.79
8234Sil,2038.79
8235,2507.64
8236,1910.26
8237Pol,2592.33
8237Vit,5879.06
8238,3771.63
8239,3771.63
8240,1113.29
8241,646.50
8242,1561.83
8243,1464.85
8244,1950.28
8244Sil,3063.76
8245,567.53
8246,1261.71
8247,763.62
8247Sil,1137.21
8248,706.82
8249,2484.44
8250,785.17
8251,908.30
8252,489.18
8253,746.62
8254,570.64
8255,559.87
8256,648.36
8257,700.40
8258,953.28
8259,613.97
8260,515.91
8261,3764.36
8262,2024.70
8263,1807.27
8264,914.30
8265,1562.46
8266,2297.47
8267,757.80
8268,2636.17
8269,1791.31
8270,458.30
8270Pol,1036.88
8270Sil,719.86
8271Pol,2516.97
8271Vit,4338.86
8272,1210.09
8273,862.08
8274Pol,1668.58
8275,1200.55
8276Sil,3881.53
8277,475.29
8278,608.36
8279,1396.44
8280,546.39
8281,1981.16
8282,4001.94
8283,496.44
8284,557.79
8285,5236.25
8286,977.32
8287,934.82
8288,1080.33
8289,1809.96
8290,1423.60
8291,2184.09
8292,1868.42
8293,804.45
8294,1266.47
8295/85,603.60
8296,1409.29
8297,633.23
8298,648.17
8298Sil,915.70
8299,3890.41
8300,1046.55
8301,3272.49
8302,781.44
8302Pol,1451.65
8302Sil,1227.98
8303,1210.30
8304,2484.03
8305,2050.82
8306,881.55
8307,1077.43
8308,1216.10
8309,8311.02
8310,2629.14
8311Pol,2246.62
8311Vit,5459.57
8312,785.38
8313,812.53
8314Pol,1933.92
8315,3998.00
8315Pol,7258.23
8316,3805.82
8317,3821.16
8318,607.32
8319,2497.92
8320,648.17
8321/85,753.87
8322/85,839.07
8323,1146.66
8324,7353.20
8325,791.81
8326,654.37
8327,471.15
8328,934.82
8329,1013.60
8330/85,669.50
8331,648.17
8332/85,889.21
8333,1010.28
8334,1127.19
8335Sil,4637.44
8336,765.69
8337,1994.01
8337Vit,10443.38
8338,3630.04
8339,3536.38
8340Pol,1827.08
8341,1397.48
8342,758.84
8343,2508.06
8344,1177.56
8345,1656.56
8346,1531.79
8347,571.68
8348/85,650.22
8349/85,669.50
8350/85,623.28
8351,696.46
8352,725.89
8353,758.65
8354,787.45
8355,2036.30
8356/85,770.05
8357,830.14
8358,1352.70
8359,1233.71
8360/85,696.46
8361/85,646.50
8362/85,850.46
8363,2222.00
8364,1293.42
8365,1339.64
8365Sil,2105.04
8366/85,846.73
8367/85,745.17
8368/85,766.10
8369/85,766.10
8370/85,698.94
8371,1369.89
8372,958.25
8373,840.72
8374,1060.84
8375,622.66
8376Pol,1634.49
8377,2144.49
8378,4800.78
8379/85,696.46
8380/85,696.46
8381,1104.59
8382,1092.99
8383,1426.48
8384/85,648.17
8385,5221.96
8386,2144.49
8387/85,1135.47
8388Pol,3380.37
8388Sil,3681.98
8388Vit,6760.98
8389,537.69
8390,546.39
8391,546.39
8392,533.12
8392Pol,1036.88
8393Sil,2481.36
8394,768.79
8395,5024.61
8396,934.82
8397,706.82
8398,1010.28
8399Pol,1130.03
8399Vit,2260.10
8400Pol,1175.22
8401/85,648.17
8402Pol,1209.74
8402Vit,2716.54
8403Pol,1385.85
8404,1418.40
8405,1570.35
8406,1212.78
8407,12034.51
8408,1228.12
8409,1051.72
8410,1223.36
8411,1384.00
8412Pol,1584.33
8412Vit,1624.50
8413Pol,2796.46
8414,632.40
8415,906.44
8416,743.51
8417,758.65
8417Pol,1209.74
8418,988.92
8419,1105.41
8420Vit,4838.73
8421Vit,5362.27
8422Pol,898.78
8422Vit,1866.62
8423,903.31
8424,6783.35
8425/85,711.79
8425Pol,1864.22
8426,1215.91
8427,955.76
8428,4463.74
8428Sil,6429.35
8429Vit,6194.36
8430/85,1360.99
8431,847.77
8432/85,782.88
8433,2193.84
8434,2523.82
8435,2632.85
8436,2475.12
8437,2212.28
8438,654.37
8439,773.76
8440,884.87
8441,1543.18
8442,2830.99
8443,3245.77
8444,5415.10
8445,3949.90
8446,916.39
8447,571.68
8448,3403.72
8449,1170.70
8450Pol,1693.54
8451,941.87
8452,708.47
8453,1181.07
8454,3241.64
8455,1172.15
8456,855.43
8457/85,661.84
8458,563.79
8459,696.66
8460,1489.49
8461/85,753.87
8462,1125.75
8463/85,850.88
8464,739.37
8465/85,577.27
8466,884.87
8467,2030.69
8468,847.77
8469,692.72
8470,2458.95
8471,1602.04
8472,675.32
8473,2064.72
8474,3068.33
8475,1289.27
8476,1905.71
8477,554.26
8478,3874.04
8479,648.36
8480,1676.26
8481,1974.12
8482,616.04
8484,642.35
8485,731.07
8486/85,922.80
8487,923.63
8488/85,681.74
8489/85,1011.93
8490,1822.40
8490Pol,3818.15
8491,1556.24
8491Pol,3154.31
8492,2023.43
8493,785.17
8494,567.53
8495,4188.45
8496/85,1050.07
8497,4153.23
8498,935.46
8499/85,916.58
8500Pol,1140.46
8501Pol,2246.62
8502Pol,2246.62
8503Pol,1133.73
8503Vit,2267.70
8504Pol,2729.77
8505Vit,5440.65
8506Pol,1728.08
8507Pol,1244.26
8507Vit,3456.36
8508Pol,1805.81
8509Pol,2142.82
8509Vit,6215.00
8510Pol,1106.15
8510Vit,2592.33
8511Pol,1637.53
8512Pol,1512.00
8513Pol,3653.51
8513Vit,7306.63
8514Pol,3359.73
8514Vit,6718.78
8515Pol,3179.71
8515Vit,7307.05
8516Pol,4199.63
8516Vit,8398.91
8517Pol,2939.77
8517Vit,5879.06
8518Pol,1217.77
8518Vit,4620.28
8522Pol,2393.85
8523Pol,4871.10
8523Vit,9742.82
8525Pol,1451.65
8525Vit,2073.77
8526Pol,1217.77
8527Pol,2863.75
8528Pol,3107.42
8528Vit,6215.00
8529Pol,1140.46
8530Vit,6005.23
8533Pol,2099.62
8533Vit,4199.63
8536Pol,2099.62
8539Pol,2393.85
8539Vit,4787.50
8550Pol,1805.81
8551Pol,1805.81
8567Pol,2267.70
8567Vit,4535.39
8568Pol,2729.77
8568Vit,5459.32
8569Pol,1133.73
8570Pol,2729.77
8570Sil,3015.76
8570Vit,5459.32
8571Pol,1555.43
8571Vit,2435.98
8573Pol,1815.80
8573Vit,2764.96
8574Pol,1475.09
8575Pol,2729.77
8575Vit,5459.32
8577Pol,1900.91
8579Pol,1385.85
8580Pol,2393.85
8581Pol,1932.20
8583Pol,1637.53
8583Vit,3275.69
8584Pol,1637.53
8585Pol,1209.74
8587Pol,1932.20
8590Pol,6088.84
8590Vit,12177.98
8591Pol,2393.85
8600Pol,1555.43
8601Pol,2393.85
8601Vit,4787.50
8602Pol,1133.73
8603Pol,898.78
8603Vit,2267.70
8605Pol,2099.62
8605Vit,4199.63
8606Pol,1217.77
8606Vit,2435.96
8607Pol,1637.53
8607Vit,3275.69
8608Pol,1385.85
8608Vit,2771.67
8609Pol,1133.73
8610Pol,1728.08
8611Pol,2444.66
8612Pol,1512.00
8612Sil,2444.24
8613Pol,1932.20
8613Vit,3863.31
8615Pol,2099.62
8616Pol,4199.63
8616Vit,8398.91
8617Pol,4619.39
8617Vit,9238.76
8621Pol,2592.33
8622Pol,2663.78
8623Pol,2393.85
8623Sil,2741.73
8626Pol,2267.70
8626Vit,4535.39
8627Pol,1036.88
8628Pol,1129.82
8628Vit,2260.10
8629Pol,2073.77
8631Pol,1931.74
8632Pol,2663.78
8632Vit,5432.87
8633,1680.41
8634,2091.22
8635,1150.81
8637,960.94
8638,1219.42
8640,1509.00
8641,1031.63
8642,1484.74
8643,1265.86
8644,1219.42
8645,1538.63
8646,1150.81
8647,990.17
8649,1833.37
8651,1150.81
8652,772.32
8653,856.89
8654,854.61
8656,1270.20
8657,669.93
8657Pol,1140.46
8660,844.66
8661Pol,1129.82
8661Vit,2260.30
8662,1728.90
8663,1150.81
8664,614.16
8666Pol,2218.40
8666Vit,2771.67
8667/85,897.53
8668,2366.08
8669,1584.64
8670,1775.55
8671,711.79
8672,1657.21
8672Pol,3492.22
8673,1360.78
8674,955.76
8675,761.95
8677,1552.11
8678,939.59
8679,824.77
8680,1237.46
8681,1497.59
8682Pol,2267.70
8683Pol,839.70
8683Vit,1679.87
8684Pol,1659.04
8685,1899.09
8685Pol,2834.01
8685Vit,6780.44
8686,873.47
8687,716.55
8689,1105.41
8690,645.06
8691,1198.26
8692,2265.76
8692Sil,3560.83
8693,986.44
8694,494.98
8695,1325.14
8696,1280.97
8697,1423.60
8698,1578.84
8699,1244.49
8700,1570.13
8701,1664.03
8702,2373.34
8703,914.30
8705,1040.96
8706,1088.63
8707,947.46
8708,743.51
8709Pol,1386.50
8709Vit,4147.54
8710,654.37
8711,1426.08
8712Pol,1244.91
8713,4127.11
8714Pol,4504.55
8715,1374.05
8716,4234.27
8717Pol,1134.16
8717Vit,2267.70
8718,653.55
8718Vit,3110.67
8719,642.35
8720,1097.13
8721,772.32
8721Pol,1093.34
8722,2662.28
8723Pol,2039.25
8723Vit,4147.54
8724Pol,3395.32
8724Vit,4838.73
8725Vit,3575.33
8726,490.62
8727,874.29
8728/85,839.07
8729,663.28
8730,1618.83
8730Pist,731.07
8731,635.09
8732,746.62
8733/85,924.68
8734,1105.41
8735Pol,1617.98
8736,1283.68
8738,522.13
8738Sil,1128.52
8739,862.08
8740,753.87
8741,768.79
8742,1027.90
8743,2405.66
8744,3814.34
8745/85,673.65
8746,612.72
8746/85,673.86
8747,2214.34
8748,1011.93
8749,4502.74
8749Pol,9434.00
8750,3135.70
8751,1806.83
8752,1824.06
8753,1503.20
8754,3321.63
8755,2176.23
8756Sil,5608.11
8757Sil,5850.43
8758,4598.45
8759,4757.85
8760,2391.99
8761,804.24
8764/85,646.50
8766,820.62
8767,1522.04
8768,702.67
8769Pol,1092.25
8770Pol,8383.88
8770Vit,13018.12
8771,1718.55
8772,1554.17
8773,664.53
8774,597.99
8775,554.89
8776,515.91
8777,687.34
8778,607.32
8779,711.58
8779Pol,1236.88
8780,700.19
8781,534.58
8782,692.72
8783,696.04
8784,804.45
8785,577.27
8786,1484.32
8787C/AR,3801.48
8788C/AR,4691.34
8789C/AR,2880.54
8790,1123.65
8791,659.98
8792,11587.30
8793,1150.81
8794,2345.15
8795,881.34
8796Pol,1284.87
8796Vit,1900.91
8797Pol,1071.40
8797Vit,1900.91
8798,571.68
8799,630.13
8800,1194.13
8800/85,1194.13
8801,735.64
8802,958.25
8803,999.29
8804,1672.12
8805,1280.36
8806,1846.01
8807,1315.17
8808,958.25
8809,630.75
8810,7876.14
8811,504.31
8813,7361.89
8814,7790.57
8815,8243.68
8816,919.69
8817,606.71
8818,14777.69
8819,1185.20
8820,10136.72
8821,551.77
8822,7361.89
8823,6076.15
8824,5697.64
8825,7361.89
8826,8698.01
8827,7361.89
8828,1220.65
8829,7010.34
8830,6907.96
8831,9151.97
8832,9605.45
8833,10210.77
8834,13084.59
8835Pol,2937.80
8836,4444.88
8837,501.41
8838,468.86
8839,1298.18
8840,1544.64
8841,3827.40
8842,2411.48
8843,6074.88
8844,7790.57
8845,2639.28
8846,6453.39
8847,3427.35
8848,752.83
8849,837.21
8850/85,1615.73
8851/85,1615.73
8852/85,1346.48
8853,988.92
8853Sil,1130.26
8854,454.34
8855,867.05
8856,385.11
8857,385.11
8858,385.11
8859,385.11
8860,385.11
8861,385.11
8862,385.11
8863,385.11
8864,383.25
8865,385.11
8866,645.06
8867,648.17
8868,645.06
8868Pol,933.08
8869,516.33
8870,527.72
8871,639.26
8872,662.24
8873,504.31
8874,541.41
8875,490.00
8876,504.31
8877,480.06
8878,634.26
8879,578.73
8880,753.87
8881,538.72
8882,1033.49
8883,484.21
8883Pol,806.72
8884,716.55
8885,758.65
8886,847.77
8887,617.48
8888,639.26
8889,854.61
8890,628.46
8891,563.79
8892,680.91
8893,680.91
8894,946.23
8895,680.91
8896,680.91
8897,680.91
8898,681.31
8899,668.68
8900,820.62
8901,668.68
8902,699.98
8903,668.68
8904,1070.59
8905,687.34
8906,668.68
8907,668.68
8908,753.87
8909,816.26
8910,824.77
8911,753.87
8911Vit,3105.91
8912,890.25
8913,753.87
8914,815.85
8915,815.85
8916,856.89
8917,1369.89
8918,815.85
8919,853.15
8920,753.87
8921,815.85
8922,815.85
8923,815.85
8923Sil,1281.83
8924,986.23
8925,885.49
8926,1574.69
8927,1266.47
8928,961.36
8928Sil,1391.05
8929,1123.44
8930,1266.47
8931,1131.53
8932,1081.79
8933,884.87
8934,958.25
8935,1195.78
8936,1545.68
8937,1443.70
8938,889.21
8939,1252.80
8940,1075.16
8941,1315.17
8942,1315.81
8943,1545.68
8944,1455.73
8945,1339.01
8946,1027.27
8947,999.50
8948,1293.84
8949,984.77
8950,1325.14
8952,1408.47
8953,1100.44
8954,1100.44
8955,1314.35
8956,1283.68
8957,1488.47
8958,1286.58
8959,1286.58
8960,1741.13
8961,1339.64
8962,1643.92
8963,1339.64
8964,1374.05
8965,1730.36
8966,1435.60
8967,1435.60
8968,1435.60
8969,1451.77
8970,2088.97
8971,1519.98
8972,1484.74
8973,1520.39
8974,1484.74
8974Sil,2221.23
8975,2052.48
8976,1484.74
8977,2034.42
8977Pol,2764.96
8978,1439.75
8979,1349.59
8980,1628.18
8981,2045.42
8982,2012.45
8983,2069.06
8983Sil,4335.17
8984,2111.54
8985,2111.54
8986,2122.75
8987,2349.30
8988,2355.70
8989,2210.44
8990,1967.89
8991,2309.28
8992,2309.28
8993,2276.54
8994,2203.14
8995,2474.47
8996,2474.47
8997,2474.47
8998,3546.53
8999,2738.35
9000,2639.28
9001,2639.28
9002,2217.89
9003,2804.26
9004,2752.04
9005,5469.00
9006,2659.38
9006Sil,5571.82
9007,2836.39
9008,3136.31
9009,3002.23
9010,3002.23
9011,3136.31
9012,3002.23
9013,3436.85
9014,3675.06
9015,3675.06
9016,3759.38
9017,3582.82
9018,4094.58
9019,4094.58
9020,5172.00
9021,778.12
9022,1484.74
9024,2591.38
9025,2931.77
9026,385.11
9027,444.82
9028,435.91
9029,385.11
9030,429.07
9031,385.11
9031Pol,1008.45
9032,812.53
9033,453.52
9034,397.56
9035,429.07
9036,408.14
9037,408.14
9038,450.83
9039,407.93
9040,606.71
9041,383.25
9042,558.41
9043,408.14
9044,471.15
9045,408.14
9046,389.07
9046Sil,1222.55
9047,430.72
9048,429.07
9049,571.68
9050,430.72
9051,431.14
9052,687.34
9053,604.02
9054,506.17
9055,431.14
9056,504.72
9057,481.50
9058,477.98
9059,648.17
9060,461.81
9061,634.26
9062,530.64
9063,431.14
9064,675.32
9065,648.17
9066,465.35
9067,528.76
9068,465.35
9069,528.76
9070,541.41
9071,513.22
9072,668.68
9073,526.28
9074,550.11
9074Vit,2924.76
9075,465.35
9076,1232.48
9077,662.24
9078,953.28
9079,662.24
9080,465.35
9081,626.60
9082,696.04
9083,504.31
9084,504.31
9085,700.19
9086,504.31
9087,504.31
9088,504.31
9089,578.73
9090,815.85
9091,563.79
9092,588.87
9093,484.21
9094,501.60
9095,518.83
9096,563.79
9097,530.64
9098,563.79
9099,562.13
9100,480.06
9101,863.73
9102,538.72
9103,538.72
9104,607.32
9105,594.88
9106,483.59
9107,874.29
9108,578.73
9109,538.72
9110,753.87
9111,787.45
9112,746.62
9113,700.19
9114,753.87
9115,573.54
9116,778.95
9117,660.80
9118,846.12
9119,573.75
9120,573.75
9121,573.54
9122,573.54
9123,573.54
9124,804.45
9125,571.68
9126,639.26
9127,573.54
9128,617.48
9129,787.45
9130,623.49
9131,639.26
9132,804.45
9133,623.28
9134,639.26
9135,654.58
9136,639.26
9137,639.26
9138,623.28
9139,617.48
9140,623.28
9141,902.70
9142,812.53
9143,680.91
9144,680.91
9145,680.91
9146,1097.75
9147,742.88
9148,1071.42
9149,1217.35
9150,778.12
9151,862.48
9152,862.48
9153,846.12
9154,906.44
9155,1126.15
9156,1250.92
9157,939.59
9158,895.44
9159,1027.29
9160,407.93
9161,862.69
